post,aspect,polarity
বাংলাদেশের ক্রিকেটের কিংবদন্তী তুমি শুভ কামনা বস মাশরাফি সালুট তোমাকে,sports,positive
মোটেও অবাক হইনি।,other,negative
আলহামদুলিল্লাহ খুব সুন্দর লেকচার।,religion,positive
বদ একটা রাজাকার,politics,negative
সম্পূর্ণ মিথ্যা কথা,other,negative
খুনি হাসিনা নিপাতজাক,politics,negative
কেনো তিনশো আসন ঠিক করতে পারেন নাই,politics,negative
"ভাই,বিরিয়ানি দিবে নাকি",other,neutral
আল্লাহ সরকারকে সঠিক বুজ দান করুক,religion,positive
শিরোনাম দেখে ভাবলাম ৯৪-২ থেকে ৯৬-৪ হবার কাহিনি বর্নীত হবে  সাংঘাতিক সাংবাদিকতা,other,negative
"এরা ধর্ম ব্যবসায়ী,ইসলামকে ব্যবসার মূলধন হিসেবে ব্যবহার করে",religion,negative
"পুলিশ তাকে ডাকাত দাবি করে বলেছে, সে পাঁচ হত্যা মামলার আসামি",other,negative
ধন্যবাদ মাননীয় প্রশাষন,other,positive
ইসলাম ধর্মের লোক ছাড়া আর কোন ধর্ষক কি আপনি দেখতে পান না,religion,negative
মেসি ভক্সতো দের ঈদের দিন,sports,neutral
তোরা কত সত্য বলতেছস তা নিয়ে আরো সংদেহ,other,negative
আর বার্সা যদি দুটোই জিতে ভাল হবে,sports,positive
আরে ভাই খেলা টা ৯০ মিনিটের।,sports,neutral
হালায় জারজ দালাল ।,other,negative
"অাপনি যত ইচ্ছা উন্নয়ন করেন কোনো সমস্যা নাই, শুধু একটি অবাধ ও সুষ্ঠু নির্বাচনের ব্যবস্থা করেন জননী।",politics,positive
ঐক্যফ্রন্ট দেখি এরশাদের মত আচরণ করছে।,politics,neutral
তা যেন লিগেরা লিখে রাখে।,politics,neutral
আচ্ছা ভাই বায়ার্ন আহামরি দল না হইলে উচলে আহামরি দল কোনটা?,sports,neutral
